"key","message","comment","context"
"Turnover (excl. Tax) per team","Ingreso (excl. Impuestos) por equipo",,
"Turnover Study","Estudio de ingresos",,
"Turnover per customer category","Ingreso por categoria de cliente",,
"Turnover per customer sector","Ingreso por sector de cliente",,
"Turnover per customer type","Ingreso por tipo de cliente",,
"Turnover per month per salesman","Ingreso por mes por vendedor(a)",,
"Type","Tipo",,
"Unit","Unidad",,
"Unit cost price in company currency","Costo unitario en moneda de empresa",,
"Unit price A.T.I.","Precio unitario con impuestos",,
"Unit price W.T.","Precio unitario sin impuestos",,
"Unit price discounted","Precio unitario descontado",,
"Unrenewed","Sin renovar",,
"Unselect this optional complementary product","De-seleccionar este producto complementario opcional",,
"Update customer's accepted credit","Actualizar el credio aceptado del cliente",,
"Update from","Actualizar formulario",,
"Update from configurator","Actualizar desde configurador",,
"Update from product","Actualizar desde producto",,
"User assigned to customer","Usuario asignado a cliente",,
"User to fill salesperson","Usuario a llenar vendedor(a)",,
"Validate and generate the line","Validar y generar linea",,
"Validate changes","Validar cambios",,
"Validated","Validado",,
"Validity duration","Duracion de validez",,
"Validity duration per default","Duracion de validez predeterminada",,
"Value","Valor",,
"Version Number","Numero de version",,
"WT","Sin impuestos",,
"Warning, a completed order can't be changed anymore, do you want to continue?","Advertencia, una orden completada no puede ser cambiada, desea continuar?",,
"Watch out, a sale order was already created with this external reference.","Advertencia, una orden de venta con esta referencia externa ya ha sido creada",,
"Weekly","Semanalmente",,
"When activated, the total margin of a sale order will take into account sale order lines where the cost price or the sale price is zero.","Cuando se activa, el margen total de una venta tomara en cuenta las lineas de orden de venta donde el costo o precio de venta sea cero.",,
"Widget Attributes","Atributos de widget",,
"Word","Word",,
"Workshop","Taller",,
"Year","Ano",,
"Year 1 To Date","Ano 1 a la fecha",,
"Year 2 To Date","Ano 2 a la fecha",,
"Yearly","Anualmente",,
"You are using a product for which the '%s' pricing should be applied.</br>However, it could not be applied.</br>Please check your pricing if this does not seem normal.","Esta usando un producto para el cual el precio '%s' deberia ser aplicado.</br>Sin embargo, no pudo ser aplicado.</br> Por favor, verifique su lista de precios si esto no parece normal.",,
"You can either generate an empty project, a project with sub-projects or a project with tasks. When generating sub-projects or tasks, one element will be created for each sale order line with a service-type product that has ""Produce"" as its supply method (Configuration tab). Subtasks models are filled in the Product form when the corresponding configuration is active in Business Project module configuration.","Puede generar un proyecto vacio, un proyecto con sub-proyectos o un proyecto con tareas. Cuando se generan sub-proyectos o tareas, un elemento sera creado por cada linea de orden de venta con un producto de tipo servicio que tiene ""Producir"" como su metodo de suministro (pestana de configuracion). Los modelos de subtareas son llenados en el formulario Producto cuando la configuracion correspondiente esta activa en la configuracion del modulo Proyecto de negocio",,
"You have to choose at least one sale order","Debe elegir al menos una orden de venta",,
"You have to choose at least one sale quotation","Debe elegir al menos una cotizacion de venta",,
"You must configure a script to fill the created product code.","Debe configurar un script para llenar el codigo de producto creado",,
"You must configure a script to fill the created product name.","Debe configurar un script para llenar el nombre de producto creado",,
"You must configure a script to fill the product name in the created sale order line.","Debe configurar un script para llenar el nombre de producto en la linea de orden de venta creada",,
"You must fill a partner for the opportunity %s.","Debe llenar un socio para la opotunidad %s",,
"copy","copia",,
"gives access to a repository with the same syntax as the repositories in java","da acceso a un repositorio con la misma sintaxis que los repositorios en Java",,
"gives access to connected user.","da acceso a el usuario conectado",,
"gives access to the id of parent sale order (when adding a sale order line with this configurator)","da acceso a el ID de la orden de venta padre (cuando se agrega una linea de orden de venta con este configurador)",,
"gives access to today date and","da acceso a la fecha de hoy y",,
"import.verb","Importador",,
"important","importante",,
"info","informacion",,
"is used for concatenation","es usado(a) para concatenacion",,
"searching Partners that are suppliers and with a name starting with â€œAâ€�","buscando socios proveedores con nombre que empieza con â€œAâ€�",,
"searching for Product with id = 1:","buscando el producto con ID = 1:",,
"searching for ProductFamily with the code â€˜SERVâ€™","buscando la familia de productos con codigo â€˜SERVâ€™",,
"success","�xito",,
"to current date time.","a la fecha y hora actuales",,
"value:Sale","Venta",,
"warning","advertencia",,
"{{ company.name }}",,,
"{{ stockLocation.name }}",,,
"{{ tradingName.name }}",,,
